
 Lista de Imóveis da Caixa;;Data de geração:;22/04/2026;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Financiamento;Descrição;Modalidade de venda;Link de acesso

 8787709811270 ;SP ;SAO PAULO ;BARRA FUNDA ;RUA DOUTOR BENTO TEOBALDO FERRAZ, N. 330, Apto 313, TORRE 01 ;246.990,60;223.297,77;0.00;Não;Apartamento, 44.38 de área total, 29.88 de área privativa, 0.00 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709811270
 8787711211365 ;SP ;SAO PAULO ;CHACARA MARIA TRINDADE ;RUA ENEAS CAMARGO, N. 388, Apto 87, 18º ANDAR BL 1 8 PAVIMENTO ;185.841,11;167.860,62;0.00;Não;Apartamento, 66.80 de área total, 40.20 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711211365
 8787718182972 ;SP ;SAO PAULO ;ITAQUERA ;AVENIDA ADELIA CHOHFI, N. 615, Apto 1104, PAV11 HIS ;269.775,10;242.894,93;0.00;Não;Apartamento, 45.77 de área total, 33.74 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787718182972
 8787702423606 ;SP ;SAO PAULO ;JARDIM BOA VISTA (ZONA OESTE) ;RUA KENKITI SHIMOMOTO, N. 1150, Apto 84, BL4 ;233.230,00;210.000,00;0.00;Não;Apartamento, 61.68 de área total, 41.56 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787702423606
 8787717921313 ;SP ;SAO PAULO ;JARDIM CELESTE ;RUA EDVARD CARMILO, N. 520, Apto 704, TR B PAV 07 GLEBA 03 HIS-1 ;229.951,21;207.000,00;0.00;Não;Apartamento, 41.07 de área total, 32.48 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717921313
 8787717156315 ;SP ;SAO PAULO ;JARDIM SANTA ADELIA ;RUA MINISTRO LUIS SPARANO, N. 181, Apto 604, 6º PAV, TORRE 2 ;253.337,60;227.315,57;0.00;Não;Apartamento, 47.51 de área total, 35.18 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717156315
 8787715224089 ;SP ;SAO PAULO ;JARDIM PEREIRA LEITE ;RUA MAESTRO GABRIEL MIGLIORI, N. 410, Apto 1501, 15 PAVIEMNTO BL 01 SUBCONDOMINIO 1 HIS ;271.562,60;243.000,00;0.00;Não;Apartamento, 50.63 de área total, 33.23 de área privativa, 0.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715224089
 8787714036068 ;SP ;SAO PAULO ;JARDIM PARIS ;RUA JANUARIO ZINGARO, N. 317, Apto 1805, PAV 18 BL 02 HMP ;229.823,00;205.000,00;0.00;Não;Apartamento, 66.39 de área total, 43.34 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714036068
 8555535748445 ;SP ;SAO PAULO ;COLONIA (ZONA LESTE) ;RUA AGRIMENSOR SUGAYA, N. 1255, Apto 13, T 04 ;217.043,00;193.200,00;0.00;Não;Apartamento, 0.00 de área total, 38.72 de área privativa, 0.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555535748445
 8787717723775 ;SP ;SAO PAULO ;PIQUERI ;RUA JOSE PERES CAMPELO, N. 2, Apto 604, TR B PAV 06 ;259.561,00;230.000,00;0.00;Não;Apartamento, 40.86 de área total, 32.22 de área privativa, 0.00 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717723775
 8787716710653 ;SP ;SAO PAULO ;JARDIM SANTA ADELIA ;RUA MINISTRO LUIS SPARANO, N. 181, Apto 403, 4º PAV, TORRE 2 ;254.493,50;225.000,00;0.00;Não;Apartamento, 44.52 de área total, 35.18 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716710653
 8787715171465 ;SP ;SAO PAULO ;JARDIM MONTE ALEGRE ;RUA JOAO MOREIRA SALLES, N. 991, Apto 14, BL 09 HMP ;249.509,30;216.000,00;0.00;Não;Apartamento, 90.29 de área total, 38.69 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715171465
 8787715035987 ;SP ;SAO PAULO ;JARDIM HELIAN ;RUA IOSOSUKE OKAUE, N. 311, Apto 901, TR A PAV 09 HIS-1 ;228.777,80;197.900,00;0.00;Não;Apartamento, 47.93 de área total, 40.00 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715035987
 8555531979523 ;SP ;SAO PAULO ;VILA LOURDES ;ESTRADA DOM JOAO NERY, N. 3823, Apto 41, BL 05 ;191.930,30;166.000,00;0.00;Não;Apartamento, 71.49 de área total, 38.72 de área privativa, 0.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555531979523
 8787713766089 ;SP ;SAO PAULO ;JARDIM MONTE ALEGRE ;RUA JOAO MOREIRA SALLES, N. 991, Apto 41, BL 04 PAV 04 HIS-2 ;211.830,80;183.000,00;0.00;Não;Apartamento, 78.85 de área total, 38.69 de área privativa, 0.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787713766089
 8787718200849 ;SP ;SAO PAULO ;VILA RE ;RUA DOS CONTINENTES, N. 20, Apto 403, HIS-2 ;261.276,85;225.700,00;0.00;Não;Apartamento, 40.72 de área total, 32.10 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787718200849
 8787717169972 ;SP ;SAO PAULO ;JARDIM SANTA ADELIA ;RUA MINISTRO LUIS SPARANO, N. 181, Apto 709, TORRE 2 7 PAVIMENTO HIS-2 ;252.225,70;217.000,00;0.00;Não;Apartamento, 44.52 de área total, 35.18 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717169972
 8787715046229 ;SP ;SAO PAULO ;CIDADE LIDER ;RUA SERRANA, N. 511, Apto 707, 7º PAV, TORRE D ;267.676,30;230.000,00;0.00;Não;Apartamento, 63.12 de área total, 39.93 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715046229
 8787713464430 ;SP ;SAO PAULO ;SAO MIGUEL PAULISTA ;AVENIDA SAO MIGUEL, N. 8184, Apto 1304, HMP ;232.968,60;200.000,00;0.00;Não;Apartamento, 52.35 de área total, 34.51 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787713464430
 8787711884467 ;SP ;SAO PAULO ;SAO MIGUEL PAULISTA ;AVENIDA SAO MIGUEL, N. 8184, Apto 905, HMP ;233.230,00;200.000,00;0.00;Não;Apartamento, 52.91 de área total, 34.88 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711884467
 8787712957689 ;SP ;SAO PAULO ;SAO MIGUEL PAULISTA ;AVENIDA SAO MIGUEL, N. 8184, Apto 1501, HIS-2 ;233.230,00;200.000,00;0.00;Não;Apartamento, 0.00 de área total, 349.02 de área privativa, 0.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712957689
 8787718139856 ;SP ;SAO PAULO ;MOOCA ;RUA VISCONDE DE PARNAIBA, N. 766, Apto 202, TORRE B HIS-1 ;247.024,80;210.000,00;0.00;Não;Apartamento, 34.25 de área total, 24.51 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787718139856
 8787714552414 ;SP ;SAO PAULO ;JARDIM MONTE ALEGRE ;RUA JOAO MOREIRA SALLES, N. 991, Apto 44, BL 15 HIS-2 ;226.155,20;192.000,00;0.00;Não;Apartamento, 78.85 de área total, 38.69 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714552414
 8787720417027 ;SP ;SAO PAULO ;VILA EMA ;AVENIDA VILA EMA, N. 2258, Apto 1901, 19º PAV  TORRE B ;306.292,40;260.000,00;0.00;Não;Apartamento, 45.71 de área total, 32.75 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787720417027
 8787718404070 ;SP ;SAO PAULO ;ITAQUERA ;RUA GOIATA, N. 232, Apto 1007, TORRE 03 ;262.077,80;221.982,96;0.00;Não;Apartamento, 58.37 de área total, 41.30 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787718404070
 8787714156810 ;SP ;SAO PAULO ;GUAIANAZES ;RUA ARROIO SARANDI, N. 93, Apto 1106, HIS-1 ;189.277,00;160.000,00;0.00;Não;Apartamento, 53.65 de área total, 34.72 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714156810
 8787714073478 ;SP ;SAO PAULO ;GUAIANAZES ;RUA SALVADOR GIANETTI, N. 201, Apto 5, TORRE 5 ;236.551,60;197.000,00;0.00;Não;Apartamento, 51.96 de área total, 34.21 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714073478
 8787720350917 ;SP ;SAO PAULO ;PARQUE BRISTOL ;RUA PROFESSOR ARTUR PRIMAVESI, N. 154, Apto 1603, TR B PAV 16 ;246.126,70;203.000,00;0.00;Não;Apartamento, 44.84 de área total, 29.17 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787720350917
 8787709185565 ;SP ;SAO PAULO ;VILA SAO JOSE ;RUA SAGRADA FAMILIA, N. 8, Apto 40, 1 E SEGUNDO PAV ;286.137,00;235.000,00;0.00;Não;Apartamento, 103.22 de área total, 49.44 de área privativa, 0.00 de área do terreno,  2 qto(s), 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709185565
 8787718527120 ;SP ;SAO PAULO ;PARADA XV DE NOVEMBRO ;RUA GOIATA, N. 232, Apto 508, 5 PAVIMENTO TORRE 1 ;253.005,70;207.000,00;0.00;Não;Apartamento, 58.37 de área total, 41.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787718527120
 8787709707502 ;SP ;SAO PAULO ;JARDIM MONTE ALEGRE ;RUA JOAO MOREIRA SALLES, N. 971, Apto 42, 4º PAV, BL 4 ;233.230,00;189.000,00;0.00;Não;Apartamento, 80.77 de área total, 38.69 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709707502
 8787718024358 ;SP ;SAO PAULO ;JARDIM PEREIRA LEITE ;RUA MAESTRO GABRIEL MIGLIORI, N. 410, Apto 1902, BL 2 PAV 19 SUB COND 3 HIS 2 ;267.310,60;215.000,00;0.00;Não;Apartamento, 50.11 de área total, 32.89 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787718024358
 8787716195392 ;SP ;SAO PAULO ;COLONIA (ZONA LESTE) ;RUA TOMOICHI SHIMIZU, N. 191, Apto 1407, TORRE B  HMP ;221.381,80;176.000,00;0.00;Não;Apartamento, 56.02 de área total, 32.75 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716195392
 8555537185871 ;SP ;SAO PAULO ;GUAIANAZES ;RUA ALTO BENI, N. 110, Apto 406, BL 05 ;231.731,00;183.395,33;0.00;Não;Apartamento, 90.30 de área total, 44.69 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555537185871
 8444435146182 ;SP ;SAO PAULO ;CONJUNTO HABITACIONAL JUSCELINO KUBITSCH ;RUA FERNANDO DE AUGSBURGO, N. 135, Apto 53C, ;188.942,60;146.318,67;0.00;Não;Apartamento, 46.09 de área total, 41.18 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444435146182
 8787715077817 ;SP ;SAO PAULO ;JARDIM MONTE KEMEL ;RUA COMENDADOR FRANCISCO PETTINATI, N. 363, Apto 208, 2 PAVIMENTO ;282.244,71;218.000,00;0.00;Não;Apartamento, 41.20 de área total, 28.37 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715077817
 1555532268231 ;SP ;SAO PAULO ;VILA MARACANA ;RUA MAPORE, N. 100, Apto 709, PAV 7 ;365.970,00;280.000,00;0.00;Não;Apartamento, 107.68 de área total, 47.42 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555532268231
 8444408106310 ;SP ;SAO PAULO ;GUAIANAZES ;RUA SEVERINO SOUTO MAIOR, N. 60, Apto 33B, ;155.161,40;118.500,00;0.00;Não;Apartamento, 39.50 de área total, 35.00 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444408106310
 8555536211291 ;SP ;SAO PAULO ;JARDIM AMALIA ;RUA SERRA DOS DOIS IRMAOS, N. 501, Apto 15, PAVIMENTO 2 TORRE 3 ED HIBISCO ;307.051,00;222.000,00;0.00;Não;Apartamento, 109.72 de área total, 50.43 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555536211291
 1100341862560 ;SP ;SAO PAULO ;JARDIM BONFIGLIOLI ;RUA PROFESSOR ARI BOUZAN, N. 123, LT 11 QD 02 ;806.356,00;569.247,14;0.00;Não;Prédio, 0.00 de área total, 185.00 de área privativa, 175.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1100341862560
 8787715143569 ;SP ;SAO PAULO ;BUTANTA ;RUA COMENDADOR FRANCISCO PETTINATI, N. 363, Apto 807, HIS-2 ;351.968,64;245.000,00;0.00;Não;Apartamento, 52.67 de área total, 36.27 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715143569
 8787708859155 ;SP ;SAO PAULO ;VILA GRANADA ;RUA FILIPE GALVAO, N. 47, Apto 17, ;274.711,00;184.000,00;0.00;Não;Apartamento, 80.60 de área total, 31.44 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708859155
 10286323 ;SP ;SAO PAULO ;SAUDE ;AVENIDA BOSQUE DA SAUDE, N. 1568, 00 ;931.376,00;580.000,00;0.00;Não;Casa, 0.00 de área total, 0.00 de área privativa, 250.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10286323
 8787717495047 ;SP ;SAO PAULO ;CONJUNTO RESIDENCIAL JOSE BONIFACIO ;AVENIDA NAGIB FARAH MALUF, N. 2100, Apto 805, TORRE 03 HMP ;241.861,50;140.000,00;0.00;Não;Apartamento, 37.07 de área total, 26.43 de área privativa, 0.00 de área do terreno,  1 qto(s), WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717495047
 1444418420508 ;SP ;SAO PAULO ;JARDIM GUEDALA ;AVENIDA MORUMBI, N. 656, CASA ;3.261.121,00;1.854.000,00;0.00;Não;Casa, 384.00 de área total, 384.00 de área privativa, 714.00 de área do terreno,  4 qto(s), a.serv, WC, WC Emp, 3 sala(s), 2 lavabo(s), DCE, cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444418420508
 10279830 ;SP ;SAO PEDRO ;RECANTO DAS AGUAS DE SAO PEDRO ;RODOVIA GERALDO DE BARROS( RUA 02), N. 00, QD A, LT 16 ;163.789,78;257.000,00;36.27;Sim;Terreno, 0.00 de área total, 0.00 de área privativa, 1000.00 de área do terreno.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10279830
 1444412600610 ;SP ;SAO ROQUE ;LOTEAMENTO JARDIM DO SOL (MAILASQUI) ;RUA ATENOR FERREIRA CAMPOS, N. 415, CS 01 ;151.043,49;237.000,00;36.27;Não;Casa, 54.13 de área total, 54.13 de área privativa, 46.29 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444412600610
 8444415497915 ;SP ;SAO VICENTE ;PARQUE SAO VICENTE ;AVENIDA SENADOR SALGADO FILHO, N. 1050, Apto 26, BLOCO III ;120.455,76;242.000,00;50.23;Não;Apartamento, 0.00 de área total, 50.78 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444415497915
 8555526504539 ;SP ;SAO VICENTE ;VILA JOCKEI CLUBE ;RUA ERICO VERISSIMO, N. 708, Apto 62, BL D ;85.383,52;170.000,00;49.78;Não;Apartamento, 0.00 de área total, 54.65 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555526504539
 8444408680645 ;SP ;SAO VICENTE ;PARQUE DAS BANDEIRAS ;RUA DR GUSTAVO CORDEIRO GALVAO FILHO, N. 965, PT LT 19, QD 57 ;113.067,46;220.704,69;48.77;Não;Casa, 0.00 de área total, 72.07 de área privativa, 138.47 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444408680645
 8444408202816 ;SP ;SAO VICENTE ;PARQUE CONTINENTAL ; RUA RAMEZ LASCANI, N. 167, CS 01 ;96.297,31;187.439,50;48.63;Não;Casa, 58.64 de área total, 54.39 de área privativa, 50.23 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), 1 lavabo(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444408202816
 8555524307442 ;SP ;SAO VICENTE ;VILA JOCKEI CLUBE ;RUA ERICO VERISSIMO, N. 708, Apto 04, BL D ;97.036,03;184.000,00;47.27;Não;Apartamento, 0.00 de área total, 53.15 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555524307442
 8555530638102 ;SP ;SAO VICENTE ;PARQUE CONTINENTAL ;AVENIDA CELLULA MATTER, N. 301, Apto 11, ;71.652,97;133.000,00;46.13;Não;Apartamento, 0.00 de área total, 28.59 de área privativa, 0.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555530638102
 8444409937828 ;SP ;SAO VICENTE ;PARQUE SAO VICENTE ;RUA LEONARDO NUNES, N. 920, CASA 01 ;183.912,97;339.500,00;45.83;Sim;Casa, 130.45 de área total, 70.00 de área privativa, 68.31 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444409937828
 8444415668086 ;SP ;SAO VICENTE ;VILA VOTURUA ;RUA DONA ANITA COSTA, N. 780, Apto 01, TERREO ;151.820,89;261.000,00;41.84;Sim;Apartamento, 64.81 de área total, 41.65 de área privativa, 0.00 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444415668086
 8444413560881 ;SP ;SAO VICENTE ;PARQUE SAO VICENTE ;RUA CORONEL SILVA TELES, N. 244, Apto 21, ;137.860,36;237.000,00;41.84;Sim;Apartamento, 82.30 de área total, 43.69 de área privativa, 0.00 de área do terreno.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444413560881
 8444417600560 ;SP ;SAO VICENTE ;PARQUE SAO VICENTE ;RUA CORONEL SILVA TELES, N. 268, Apto 43, PAV 5 4º ANDAR ;142.513,87;245.000,00;41.84;Sim;Apartamento, 69.08 de área total, 39.85 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444417600560
 8555523649862 ;SP ;SAO VICENTE ;PARQUE SAO VICENTE ;AVENIDA GALEAO COUTINHO, N. 704, CS 04 ;142.513,87;245.000,00;41.84;Sim;Casa, 56.06 de área total, 46.22 de área privativa, 49.61 de área do terreno, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555523649862
 8296300003847 ;SP ;SAO VICENTE ;VILA NOSSA SENHORA DE FATIMA ;RUA EQUADOR, N. 322, CS 03 ;103.263,45;176.000,00;41.33;Não;Casa, 53.13 de área total, 53.13 de área privativa, 46.55 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), 1 lavabo(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8296300003847
 8123308960504 ;SP ;SAO VICENTE ;PARQUE CONTINENTAL ;AVENIDA JOSE OTAVIO DE ANDRADE, N. 87, CS 08 ;136.837,09;232.858,48;41.24;Sim;Casa, 0.00 de área total, 59.04 de área privativa, 57.38 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8123308960504
 8444415522170 ;SP ;SAO VICENTE ;SAMARITA ; RUA GROMESORO SILVEIRA, N. 130, Apto 3, ;122.300,82;207.534,64;41.07;Não;Apartamento, 65.67 de área total, 54.42 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444415522170
 8444407584820 ;SP ;SAO VICENTE ;PARQUE CONTINENTAL ; RUA RAMEZ LASCANI, N. 167, CS 03 ;97.778,11;165.000,00;40.75;Não;Casa, 58.94 de área total, 42.14 de área privativa, 70.92 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444407584820
 8444409618862 ;SP ;SAO VICENTE ;PARQUE CONTINENTAL ;AVENIDA CELLULA MATTER, N. 1659, CS 01 ;67.397,26;113.000,00;40.36;Não;Casa, 68.55 de área total, 38.26 de área privativa, 68.55 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444409618862
 8444416687114 ;SP ;SAO VICENTE ;SAMARITA ;RUA JOSE DOS SANTOS SATURNINO, N. 13, RESID SOBREPOSTA 02. PAV SUPERIOR ;119.673,87;198.000,00;39.56;Não;Casa, 70.64 de área total, 64.77 de área privativa, 63.75 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444416687114
