
 Lista de Imóveis da Caixa;;Data de geração:;22/04/2026;;;;;;;
 N° do imóvel;UF;Cidade;Bairro;Endereço;Preço;Valor de avaliação;Desconto;Financiamento;Descrição;Modalidade de venda;Link de acesso

 1444406389686 ;SP ;ITU ;VILA NOVA ;RUA CAPITAO SYLVIO FLEMING, N. 256, ;787.083,16;1.300.000,00;39.46;Sim;Casa, 240.00 de área total, 240.00 de área privativa, 152.11 de área do terreno, WC, 6 sala(s), cozinha, Terraco.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444406389686
 8555538050864 ;SP ;ITU ;PARQUE NOSSA SENHORA DA CANDELARIA ;RUA SUELY APARECIDA COSTA, N. 400, Apto 402, BL 17 ;178.135,12;206.000,00;13.53;Não;Apartamento, 51.80 de área total, 39.30 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555538050864
 8787708341571 ;SP ;ITU ;VILA ESPERANCA ;RUA AUGUSTO FRANCISCHINELLI, N. 122, Apto 101, TERREO, BLOCO 10, VG Nº 68 ;219.000,00;219.000,00;0.00;Não;Apartamento, 103.67 de área total, 50.21 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708341571
 8444403880549 ;SP ;ITU ;ITAIM ;RUA ALZIRA PROENCA JANUARIO, N. 712, LT 18 QD A ;346.944,82;346.944,82;0.00;Não;Casa, 126.55 de área total, 126.55 de área privativa, 178.35 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444403880549
 8444407658638 ;SP ;ITU ;CRUZ DAS ALMAS ;RUA LUCAS JALKOS, N. 36, ;237.000,00;237.000,00;0.00;Não;Casa, 69.70 de área total, 69.70 de área privativa, 142.50 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444407658638
 8555533263096 ;SP ;ITU ;CRUZ DAS ALMAS ;RUA SOROCABA, N. 1050, Apto 104, BL 01, VG Nº 05 ;344.000,00;230.000,00;0.00;Não;Apartamento, 76.11 de área total, 56.66 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555533263096
 1444416315197 ;SP ;ITUPEVA ;SAO VENANCIO ;TRAVESSA C, N. 109, LOTE 14, QUADRA 12 ;942.994,29;1.765.000,00;46.58;Não;Casa, 0.00 de área total, 234.16 de área privativa, 300.00 de área do terreno,  4 qto(s), a.serv, WC, 3 sala(s), cozinha, Terraco.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444416315197
 1444409635661 ;SP ;ITUPEVA ;SANTA JULIA ;RODOVIA VICE-PREFEITO HERMENEGILDO TONOLLI, N. 730, Apto 341, BL 03 TOPAZIO TORRE A ;129.031,78;205.000,00;37.06;Não;Apartamento, 0.00 de área total, 51.15 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444409635661
 1024200007338 ;SP ;ITUPEVA ;PARQUE DAS LARANJEIRAS ;RUA JOAO BATISTA PASSONI, N. 205, LT 08 QD E ;412.500,00;412.500,00;0.00;Não;Casa, 117.55 de área total, 117.55 de área privativa, 250.00 de área do terreno, a.serv.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1024200007338
 1444420832028 ;SP ;ITUPEVA ;RESIDENCIAL GREEN PARK ;RUA GRANADA, N. 682, LT 23 QD B ;1.867.282,00;1.740.000,00;0.00;Não;Casa, 327.14 de área total, 193.57 de área privativa, 800.00 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444420832028
 1555525285703 ;SP ;ITUVERAVA ;CENTRO ; AVENIDA DR SOARES DE OLIVEIRA, N. 344, SL 603 PAV 06 ;99.450,00;99.450,00;0.00;Não;Comercial, 82.01 de área total, 64.44 de área privativa, 82.01 de área do terreno,  1 qto(s), WC.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1555525285703
 8787711855360 ;SP ;JABOTICABAL ;CIDADE JARDIM (ZAGALO) ;AVENIDA CARLOS BERCHIERI, N. 2338, Apto 32, BL C TR 06 ;74.425,23;144.000,00;48.32;Não;Apartamento, 0.00 de área total, 43.06 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711855360
 8787705795326 ;SP ;JABOTICABAL ;SOROCABANO ;AVENIDA CARLOS BERCHIERI, N. 2338, Apto 31, TORRE 2 BL A ;71.654,14;125.000,00;42.68;Não;Apartamento, 91.42 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787705795326
 8787709443840 ;SP ;JABOTICABAL ;SOROCABANO ;AV CARLOS BERCHIERI, N. 2338, Apto 13, TORRE 4, BL C ;92.444,76;160.000,00;42.23;Não;Apartamento, 91.42 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709443840
 8787707432581 ;SP ;JABOTICABAL ;SOROCABANO ;AVENIDA CARLOS BERCHIERI, N. 2338, Apto 31, TORRE 07 BL A ;77.912,23;134.500,00;42.08;Não;Apartamento, 91.42 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787707432581
 8787708438273 ;SP ;JABOTICABAL ;ATHENAS PAULISTA ;RUA PREFEITO ANGELO BERCHIERI, N. 501, Apto 03, BL D TORRE 02 ;87.819,45;150.000,00;41.46;Não;Apartamento, 88.87 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708438273
 8787710542066 ;SP ;JABOTICABAL ;ATHENAS PAULISTA ;RUA PREFEITO ANGELO BERCHIERI, N. 501, Apto 03, BL C TORRE 04 ;87.819,45;150.000,00;41.46;Não;Apartamento, 88.87 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787710542066
 8787716364992 ;SP ;JABOTICABAL ;ATHENAS PAULISTA ;RUA PROFESSORA LUZIA MARQUES, N. 101, Apto 31, BL A TORRE 01 ;87.819,45;150.000,00;41.46;Não;Apartamento, 88.73 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716364992
 8787716454479 ;SP ;JABOTICABAL ;ATHENAS PAULISTA ;RUA PROFESSORA LUZIA MARQUES, N. 101, Apto 04, BL B TORRE 01 ;87.819,45;150.000,00;41.46;Não;Apartamento, 88.73 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716454479
 8444422489051 ;SP ;JABOTICABAL ;PLANALTO VERDE I ;RUA NIUBE ESTERLINO RAYMUNDO, N. 130, LT 12 QD 13 ;104.000,35;175.500,00;40.75;Não;Casa, 53.28 de área total, 53.28 de área privativa, 200.00 de área do terreno,  2 qto(s), a.serv, 1 sala(s), cozinha, 2 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444422489051
 8787709850178 ;SP ;JABOTICABAL ;ATHENAS PAULISTA ;RUA PREFEITO ANGELO BERCHIERI, N. 501, Apto 22, TORRE 3 ;97.778,11;165.000,00;40.75;Não;Apartamento, 88.87 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787709850178
 8787710468362 ;SP ;JABOTICABAL ;ATHENAS PAULISTA ;RUA PREFEITO ANGELO BERCHIERI, N. 501, Apto 13, TORRE 3 BL D ;97.778,11;165.000,00;40.75;Não;Apartamento, 88.87 de área total, 43.06 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787710468362
 8787712727292 ;SP ;JABOTICABAL ;ATHENAS PAULISTA ;RUA PREFEITO ANGELO BERCHIERI, N. 501, Apto 01, BL B TORRE 03 ;93.629,95;158.000,00;40.75;Não;Apartamento, 88.87 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787712727292
 8787713984175 ;SP ;JABOTICABAL ;ATHENAS PAULISTA ;RUA PROFESSORA LUZIA MARQUES, N. 101, Apto 02, TR 03, BL D ;94.815,14;160.000,00;40.75;Não;Apartamento, 88.74 de área total, 43.06 de área privativa, 0.00 de área do terreno, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787713984175
 8787721630301 ;SP ;JABOTICABAL ;ATHENAS PAULISTA ;RUA PROFESSORA LUZIA MARQUES, N. 101, Apto 32, TORRE 6 BL A ;93.629,95;158.000,00;40.75;Não;Apartamento, 88.74 de área total, 43.06 de área privativa, 0.00 de área do terreno.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787721630301
 8787716431053 ;SP ;JABOTICABAL ;ATHENAS PAULISTA ;RUA PROFESSORA LUZIA MARQUES, N. 101, Apto 04, TR 02, BL C ;114.838,57;190.000,00;39.56;Não;Apartamento, 80.07 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716431053
 8787716498255 ;SP ;JABOTICABAL ;ATHENAS PAULISTA ;RUA PROFESSORA LUZIA MARQUES, N. 101, Apto 13, BL B TORRE 02 ;113.025,32;187.000,00;39.56;Não;Apartamento, 88.74 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716498255
 8787716908615 ;SP ;JABOTICABAL ;ATHENAS PAULISTA ;RUA PROFESSORA LUZIA MARQUES, N. 101, Apto 04, BL C TORRE 7 TÉRREO ;113.025,32;187.000,00;39.56;Não;Apartamento, 88.74 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716908615
 8787718324769 ;SP ;JABOTICABAL ;ATHENAS PAULISTA ;RUA PROFESSORA LUZIA MARQUES, N. 101, Apto 21, TORRE 03 BL D ;113.025,32;187.000,00;39.56;Não;Apartamento, 88.74 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787718324769
 8787718973724 ;SP ;JABOTICABAL ;ATHENAS PAULISTA ;RUA PROFESSORA LUZIA MARQUES, N. 101, Apto 33, BL C TORRE 05 ;113.025,32;187.000,00;39.56;Não;Apartamento, 88.74 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787718973724
 8555523071445 ;SP ;JABOTICABAL ;APARECIDA ;AVENIDA JOSE DA COSTA, N. 1485, Apto 103, BL B ;180.000,00;180.000,00;0.00;Não;Apartamento, 0.00 de área total, 47.21 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8555523071445
 8787714281216 ;SP ;JABOTICABAL ;ATHENAS PAULISTA ;RUA PROFESSORA LUZIA MARQUES, N. 101, Apto 02, TR 05 BL A ;168.897,40;165.000,00;0.00;Não;Apartamento, 88.74 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714281216
 8787705007786 ;SP ;JABOTICABAL ;SOROCABANO ;AVENIDA CARLOS BERCHIERI, N. 2338, Apto 11, BL B TORRE 02 ;148.419,10;140.000,00;0.00;Não;Apartamento, 91.42 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787705007786
 8444425759475 ;SP ;JABOTICABAL ;ARARAS II ;RUA JOSE BASSI, N. 71, LT 08, DESMEMB. SANTO LESSI - ÁREA 3 ;154.239,11;141.478,76;0.00;Não;Prédio, 0.00 de área total, 51.12 de área privativa, 250.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444425759475
 8787710468370 ;SP ;JABOTICABAL ;ATHENAS PAULISTA ;RUA PREFEITO ANGELO BERCHIERI, N. 501, Apto 24, 2º PAV, TORRE 3, BL C, 01 VG SN ;144.482,80;129.000,00;0.00;Não;Apartamento, 88.87 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787710468370
 8787713983810 ;SP ;JABOTICABAL ;ATHENAS PAULISTA ;RUA PROFESSORA LUZIA MARQUES, N. 101, Apto 04, BL C TORRE 03 ;169.441,90;150.000,00;0.00;Não;Apartamento, 88.73 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787713983810
 8787719092659 ;SP ;JABOTICABAL ;ATHENAS PAULISTA ;RUA PROFESSORA LUZIA MARQUES, N. 101, Apto 34, 3º PAV, TORRE 6, BL D ;203.173,30;171.541,14;0.00;Não;Apartamento, 88.74 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787719092659
 8787723057854 ;SP ;JABOTICABAL ;ATHENAS PAULISTA ;RUA PROFESSORA LUZIA MARQUES, N. 101, Apto 14, 1º PAV, TORRE 7, BLOCO A ;201.439,30;170.000,00;0.00;Não;Apartamento, 88.75 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787723057854
 8787722250383 ;SP ;JABOTICABAL ;ATHENAS PAULISTA ;RUA PROFESSORA LUZIA MARQUES, N. 101, Apto 21, BL C TORRE 03 ;202.233,10;165.000,00;0.00;Não;Apartamento, 88.73 de área total, 43.06 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787722250383
 1444421099910 ;SP ;JACAREI ;JARDIM PARAISO ;RUA JOSE ANTONIO GUEDES, N. 232, QD 14 LT 22 ;124.827,23;214.400,00;41.78;Não;Casa, 61.22 de área total, 53.22 de área privativa, 125.00 de área do terreno,  1 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444421099910
 8787716104818 ;SP ;JACAREI ;BAIRRO DA COLONIA ;R PEDRO GONCALVES, N. 250, Apto 1004, BL 04 ;139.015,11;230.000,00;39.56;Não;Apartamento, 78.55 de área total, 44.60 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716104818
 8787716544230 ;SP ;JACAREI ;BAIRRO DA COLONIA ;AV PEDRO GONCALVES, N. 250, Apto 904, BL 11 ;151.239,21;247.000,00;38.77;Não;Apartamento, 78.55 de área total, 44.60 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716544230
 8787715423901 ;SP ;JACAREI ;BAIRRO DO COLONIA ;RUA PEDRO GONCALVES, N. 250, Apto 901, BL 02 VG 322 ;150.014,60;245.000,00;38.77;Sim;Apartamento, 78.55 de área total, 44.60 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787715423901
 1787703212090 ;SP ;JACAREI ;PAGADOR DE ANDRADE ;ESTRADA MUNICIP BIAGINO CHIEFFI, N. 2795, Apto 154B, TORRE B ;270.858,58;425.000,00;36.27;Sim;Apartamento, 205.14 de área total, 61.80 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1787703212090
 8787716607330 ;SP ;JACAREI ;JARDIM PARAISO ;RUA PEDRO GONCALVES, N. 250, Apto 904, 9º PAV, BL 02, VAGA 325 ;267.000,00;267.000,00;0.00;Não;Apartamento, 78.55 de área total, 44.60 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716607330
 8787717720482 ;SP ;JACAREI ;JARDIM JACINTO ;RUA PADRE EUGENIO, N. 1085, Apto 407, 4 ANDAR TORRE B  VAGA 151 ;231.480,22;231.480,22;0.00;Não;Apartamento, 81.30 de área total, 43.85 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717720482
 8444423633652 ;SP ;JACAREI ;LOTEAMENTO VILLA BRANCA ;RUA BENEDITO CALIXTO, N. 124, LT 20 QD 62 ;390.000,00;390.000,00;0.00;Não;Casa, 0.00 de área total, 80.38 de área privativa, 175.00 de área do terreno.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444423633652
 8787714464981 ;SP ;JACAREI ;VILA NOVA ALIANCA ;AVENIDA JOAQUIM BERNARDINO DE SOUZA, N. 320, Apto 201, 2º PAV, BL 16, VAGA 249 ;222.000,00;222.000,00;0.00;Não;Apartamento, 93.58 de área total, 38.92 de área privativa, 0.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787714464981
 8787711607064 ;SP ;JACAREI ;JARDIM PARAISO ;AVENIDA PEDRO GONCALVES, N. 250, Apto 502, BL 03 PAV 05 VG 220 ;203.772,60;192.500,00;0.00;Não;Apartamento, 78.55 de área total, 44.60 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787711607064
 10004061 ;SP ;JACAREI ;JARDIM SANTA MARIA ;AVENIDA CARLOS DRUMMOND DE ANDRADE, N. 876 ;1.448.808,24;999.000,00;0.00;Não;Comercial, 0.00 de área total, 202.50 de área privativa, 300.00 de área do terreno, WC, 1 sala(s).;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=10004061
 1444417505640 ;SP ;JAGUARIUNA ;RESIDENCIAL RESERVA DA BARRA ;R DOLORES RODRIGUES DOS SANTOS, N. S/N, LT 18, QD D ;74.780,36;125.000,00;40.18;Não;Terreno, 0.00 de área total, 0.00 de área privativa, 253.75 de área do terreno.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=1444417505640
 8444407767798 ;SP ;JALES ;VILA TALMA ;RUA PEDRO DUTRA DA SILVA, N. 959, ;111.168,79;180.000,00;38.24;Não;Casa, 54.00 de área total, 54.00 de área privativa, 360.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444407767798
 7413200001090 ;SP ;JANDIRA ;NOVA HIGIENOPOLIS ;RUA AMETISTA, N. 275, LT 18 QD 0 ;1.390.000,00;1.390.000,00;0.00;Não;Casa, 311.70 de área total, 311.70 de área privativa, 703.00 de área do terreno,  2 qto(s).;Leilão SFI - Edital Único;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=7413200001090
 8787708781555 ;SP ;JARDINOPOLIS ;CENTRO ; AVENIDA PREFEITO NEWTON REIS, N. 325, Apto 204, BL 2 ;93.600,32;162.000,00;42.23;Não;Apartamento, 153.64 de área total, 45.07 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787708781555
 8787704907341 ;SP ;JARDINOPOLIS ;CENTRO ; PREFEITO NEWTON REIS, N. 325, Apto 402, BL 07 VG 124 ;96.000,33;162.000,00;40.75;Não;Apartamento, 140.34 de área total, 45.07 de área privativa, 0.00 de área do terreno,  2 qto(s), WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787704907341
 8444419625810 ;SP ;JARDINOPOLIS ;JARDIM MORUMBI I ;R MIGUEL MANHA, N. 338, LT 14, QD 11 ;98.963,30;167.000,00;40.75;Não;Casa, 57.00 de área total, 57.00 de área privativa, 154.90 de área do terreno,  2 qto(s), 1 sala(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8444419625810
 8787716875741 ;SP ;JARDINOPOLIS ;DESMEMBRAMENTO CASTILHANO ;RUA VICE-PREFEITO OTAVIANO RIUL, N. 593, CS 11 ;106.667,03;180.000,00;40.75;Não;Casa, 290.63 de área total, 62.94 de área privativa, 55.00 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), 1 lavabo(s), cozinha, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716875741
 8787717536584 ;SP ;JARDINOPOLIS ;CENTRO ;RUA VICE PREFEITO OTAVIANO RIUL, N. 593, CS 107 ;129.948,90;215.000,00;39.56;Não;Casa, 126.90 de área total, 63.18 de área privativa, 126.90 de área do terreno,  3 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787717536584
 8787716224872 ;SP ;JARDINOPOLIS ;DESMEMBRAMENTO CASTILHANO ;RUA VICE-PREFEITO OCTAVIANO RIUL, N. 593, CS 126 VG 69 ;121.487,11;201.000,00;39.56;Não;Casa, 131.05 de área total, 63.01 de área privativa, 63.01 de área do terreno,  2 qto(s), a.serv, WC, 1 sala(s), cozinha, 1 vaga(s) de garagem.;Venda Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716224872
 8787716386716 ;SP ;JARDINOPOLIS ;DESMEMBRAMENTO CASTILHANO ;RUA VICE-PREFEITO OCTAVIANO RIUL, N. 593, CS 60 ;129.948,90;215.000,00;39.56;Não;Casa, 126.90 de área total, 63.18 de área privativa, 126.91 de área do terreno, 1 vaga(s) de garagem.;Licitação Aberta;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716386716
 8787716607615 ;SP ;JARDINOPOLIS ;DESMEMBRAMENTO CASTILHANO ;RUA VICE-PREFEITO OTAVIANO RIUL, N. 593, CS 15 ;139.015,11;230.000,00;39.56;Sim;Casa, 126.63 de área total, 62.94 de área privativa, 126.63 de área do terreno,  2 qto(s), WC, 1 sala(s), 1 lavabo(s), cozinha, 1 vaga(s) de garagem.;Venda Direta Online;https://venda-imoveis.caixa.gov.br/sistema/detalhe-imovel.asp?hdnimovel=8787716607615
